title,content,category
सब जूनियर बाक्सिंग के लिए ट्रायल 27 को,प्रदेश स्तरीय समन्वय सब जूनियर बॉक्सिंग बालक प्रतियोगिता का आयोजन पांच से आठ मई तक झांसी में होगा। इसके लिए जिलास्तर का ट्रायल 27 अप्रैल को बरेली के स्टेडियम में होगा। मंडल ट्रायल 28 अप्रैल को बरेली में ही होगा।  For Hindustan : हिन्दुस्तान ई-समाचार पत्र के लिए क्लिक करें epaper.livehindustan.com,sport
"IPL 2022:आनंद महिंद्रा भी हुए एमएस धोनी के मुरीद, दे दिया इतना बड़ा बयान","क्रिकेट न्यूज डेस्क।। महिंद्रा ग्रुप के सीईओ आनंद महिंद्रा ने एमएस धोनी की तारीफ में कुछ खास बात कही है। आईपीएल 2022 के 33वें मैच में मुंबई इंडियंस के खिलाफ एमएस धोनी की आखिरी गेंद पर गुरुवार को चेन्नई सुपर किंग्स ने जीत हासिल की। 156 रन के लक्ष्य का पीछा कर रही सीएसके की टीम। धोनी ने आखिरी चार गेंदों में 16 रन बनाकर टीम की जीत पर मुहर लगा दी। सातवें नंबर पर बल्लेबाजी के लिए एमएस धोनी आए। उन्होंने महज 13 गेंदों में तीन चौकों और एक छक्के की मदद से नाबाद 28 रन की पारी खेली. बता दें कि चेन्नई सुपर किंग्स को जीत के लिए आखिरी ओवर में 17 रन चाहिए थे। धोनी ने शानदार प्रदर्शन करते हुए आखिरी गेंद पर चार रन के आंकड़े तक पहुंचे. धोनी ने आखिरी गेंद पर चौका लगाकर सीएसके को टूर्नामेंट की दूसरी जीत दिलाई। जहां कई क्रिकेट पंडित और प्रशंसक धोनी की पारी से हैरान थे, वहीं ब्रॉडकास्टर ने भी धोनी की तारीफ करते हुए ट्वीट किया। ब्रॉडकास्टर चैनल के ट्वीट पर प्रतिक्रिया देते हुए आनंद महिंद्रा ने फैन्स को बताया कि महिंद्रा में माही शब्द देखकर वह कितने खुश हैं।  Well, all I can say is that I'm glad we have the letters MAHI in Mahi-ndra!  Star Sports @StarSportsIndia #MSDhoni finishes it off in style... one more time!  @ChennaiIPL win this #Epic #TATAIPL clash by 3 wickets.  #MIvCSK #CSKvsMI #YehAbNormalHai #IPL2022 #Yellove #WhistlePodu #MSD आनंद महिंद्रा ने ट्वीट किया, 'मैं सिर्फ इतना कह सकता हूं कि महिंद्रा में माही के अक्षर आने से मैं बहुत खुश हूं। एमएस धोनी का शानदार प्रदर्शन। एमएस धोनी के शानदार प्रदर्शन ने मुंबई इंडियंस की पहली जीत की उम्मीदों पर पानी फेर दिया है। रोहित शर्मा की अगुवाई वाली मुंबई इंडियंस के अब प्लेऑफ में पहुंचने की संभावना नहीं दिख रही है। मुंबई इंडियंस को मौजूदा आईपीएल में लगातार सात हार का सामना करना पड़ा है। कप्तान रोहित शर्मा का फॉर्म चिंता का विषय है और वह आईपीएल के इतिहास में 14वीं बार बिना खाता खोले ही आउट हो गए हैं और सबसे ज्यादा बार जीरो पर आउट होने का उनका नाबाद रिकॉर्ड है.",sport
"IPL 2022 : जोस बटलर और देवदत्त पडिक्कल की सुपर जोड़ी, बना दिया बड़ा रिकॉर्ड",स्पोर्ट्स डेस्क : दिल्ली कैपिटल्स के खिलाफ पहले बल्लेबाजी के लिए राजस्थान रॉयल्स की सलामी जोड़ी ने धमाकेदार अंदाज में शुरूआत दी। राजस्थान के लिए ओपनिंग जोड़ी के तौर पर आए जोस बटलर और देवदत्त पडिक्कल ने पहले विकेट के लिए शतकीय साझेदारी निभाई। दोनों ही बल्लेबाजों ने दिल्ली के गेंदबाजों को विकेट लेने नहीं दिया और ताबड़तोड़ अंदाज में रन बना। दोनों ही बल्लेबाजों ने राजस्थान रॉयल्स के लिए पहले विकेट के लिए 155 रन की साझेदारी निभाई। इस साझेदारी के साथ ही दोनों बल्लेबाजों ने अपने नाम एक रिकॉर्ड कर लिया।  लय में चल रहे जोस बटलर को दिल्ली के खिलाफ देवदत्त पडिक्कल का अच्छा साथ मिला। दोनों ही बल्लेबाजों ने पहले पावरप्ले का फायदा उठाया और दिल्ली के गेंदबाजों की अच्छी क्लास लगाई। फिर उसके बाद भी दोनों बल्लेबाज रूके नहीं और राजस्थान के लिए सबसे बड़ी साझेदारी बना दी। दोनों ही बल्लेबाजों ने पहले विकेट के लिए 155 रन जोड़े। इससे पहले राजस्थान के लिए बेन स्टोक्स और संजू सैमसन ने साल 2020 में 152 रन की नाबाद साझेदारी निभाई थी। देखें आंकड़े - आईपीएल में राजस्थान रॉयल्स के लिए सर्वोच्च साझेदारी 155 : पडिक्कल/बटलर (2022) 152* : स्टोक्स/सैमसन (2020) 150 : बटलर/सैमसन (2021)  2022 आईपीएल में सबसे बड़ी साझेदारी 165 - उथप्पा/दुबे 155 - बटलर/पडिक्कल* 118 - डुप्लेसिस/कोहली 107 - फिंच/अय्यर,sport
"RR vs DC : जोस बटलर ने लगाया सीजन का तीसरा शतक, इन बड़े रिकॉर्ड में दर्ज करवाया नाम","खेल डैस्क : राजस्थान रॉयल्स के सलामी बल्लेबाज जोस बटलर ने इस सीजन में अपना तीसरा शतक जड़ दिया है। दिल्ली कैपिटल्स के खिलाफ मुंबई के वानखेड़े स्टेडियम में खेलते हुए बटलर ने एक बार फिर से विकेट के चारों ओर शॉट लगाते हुए महज 57 गेंदों पर अपना शतक पूरा किया। बटलर पहले से ही ऑरेंज कैप की रेस में सबसे आगे हैं। ऊपर से एक ही सीजन में तीन शतक लगाते ही वह विराट कोहली के रिकॉर्ड की ओर तेजी से बढ़़ गए हैं। विराट ने 2016 के सीजन में 4 शतक लगाए थे जोकि रिकॉर्ड है। बटलर इस ओर तेजी से बढ़ते दिख रहे हैं। देखें बटलर द्वारा बनाए गए रिकॉर्ड- आईपीएल में सबसे ज्यादा शतक 6 क्रिस गेल 5 विराट कोहली 4 डीविलियर्स 4 शेन वॉटसन 4 जोस बटलर  आईपीएल 2022 में सबसे ज्यादा स्कोर 491 जोस बटलर 265 केएल राहुल 250 फाफ डु प्लेसिस 239 शिवम दुबे 236 श्रेयस अय्यर आईपीएल 2022 में सबसे ज्यादा छक्के 32 जोस बटलर, राजस्थान 17 केएल राहुल, लखनऊ 16 फाफ डु प्लेसिस, बेंगलुरु 16 शिवम दुबे, चेन्नई 15 श्रेयस अय्यर, कोलकाता  सीजन में अब तक जोस बटलर 35 बनाम हैदराबाद 100 बनाम मुंबई 70 बनाम बेंगलुरु 13 बनाम लखनऊ 54 बनाम गुजरात 103 बनाम कोलकाता 116 बनाम दिल्ली धवन-कोहली का रिकॉर्ड किया बराबर आईपीएल में लगातार दो मैचों में दो सेंचुरी लगाने का रिकॉर्ड इससे पहले विराट कोहली और शिखर धवन के नाम पर था। अब जोस बटलर भी इस यूनीक रिकॉर्ड में अपना नाम दर्ज करवा चुके हैं। बटलर के नाम पर अब महज 72 आईपीएल मैचों में 2459 रन दर्ज हो गए हैं। उनके नाम अब चार शतक और 13 अर्धशतक हैं। सबसे खास बात यह है कि उनकी स्ट्राइक रेट 152 के आसपास चल रही है।  ",sport
"2016 में विराट, 2022 में बटलर, जानें पहले 7 मैचों में रन बनाने में कौन था आगे",स्पोर्ट्स डेस्क : दिल्ली कैपिटल्स के खिलाफ राजस्थान रॉयल्स के सलामी बल्लेबाज जोस बटलर ने एक बार फिर शानदार शतक लगा दिया है। बटलर ने दिल्ली कैपिटल्स के खिलाफ 116 रन की पारी खेली। अपनी इस पारी के दौरान उन्होंने 9 चौके और 9 छक्के लगाए। खास बात इसमें यह रही कि यह उनका मात्र 7 मैचों में तीसरा शतक है। जिस कारण उनकी तुलना अब विराट कोहली से हो रही है। विराट कोहली ने साल 2016 में चार शतक लगाए थे और 16 मैचों में 973 रन जोड़े थे। तो आईए आपको दोनों खिलाड़ियों के बीच के पहले 7 मैचों की तुलना बताते हैं। पहली 7 पारियों में विराट कोहली और जोस बटलर के आंकड़े विराट कोहली आईपीएल साल 2016 में  75 बनाम हैदराबाद 79 बनाम दिल्ली 33 बनाम मुंबई 80 बनाम राइजिंग पुणे सुपर जायंट्स 100 बनाम गुजरात लायंस 14 बनाम हैदराबाद 52 बनाम कोलकाता जोस बटलर आईपीएल साल 2022 में  35 बनाम हैदराबाद 100 बनाम मुंबई 70 बनाम बेंगलुरु 13 बनाम लखनऊ 54 बनाम गुजरात 103 बनाम कोलकाता 116 बनाम दिल्ली गौर हो कि जहां विराट कोहली साल 2016 में पहले 7 मैचों में सिर्फ एक ही शतक लगा पाए थे और उन्होंने 433 रन बनाए थे। तो वहीं बटलर ने 3 शतक के साथ 491 रन बनाए। अब देखना यह होगा कि क्या जोस बटलर विराट के एक सीजन में सर्वाधिक शतकों और रन बनाने का रिकॉर्ड तोड़ पाएंगे।,sport
"Asian Championship: अंशु लगातार 3 मैच जीतने के बाद फाइनल हारीं, गोल्ड से चूकीं","उलानबटोर. अंशु मलिक को एशियाई कुश्ती चैम्पियनशिप में शुक्रवार को शुरुआती तीनों मुकाबलों में शानदार जीत दर्ज करने के बाद 57 किग्रा वर्ग के खिताबी मुकाबले में हार का सामना करना पड़ा. राधिका ने भी 65 किग्रा वर्ग में रजत जीता, जबकि मनीषा को 62 किग्रा वर्ग में कांस्य पदक से संतोष करना पड़ा. शुरुआत के तीन मुकाबलों को तकनीकी श्रेष्ठता से जीतने वाली अंशु को फाइनल में जापान की त्सुगुमि साकुराइ ने चित कर दिया. हरियाणा के निदानी गांव की 20 साल की गत चैंपियन अंशु ने इस तरह एशियाई चैंपियनशिप में अपना तीसरा पदक जीता. अंशु ने 2020 में भारत में कांस्य पदक जीतने के बाद और पिछले साल अल्माटी में 57 किग्रा का खिताब अपने नाम किया था. पिछले साल विश्व चैम्पियनशिप के फाइनल में पहुंचने वाली पहली भारतीय महिला पहलवान बनीं अंशु ने उज्बेकिस्तान की शोखिदा अखमेदोवा पर जीत के साथ शुरुआत की. उन्होंने इसके बाद सिंगापुर की डेनिएल सू चिंग लिम को पटखनी दी. चिंग के पास अंशु के दबदबे का कोई जवाब नहीं था. अंशु ने शानदार खेल दिखाया अंशु ने अपने शानदार खेल से प्रतिद्वंद्वियों को सोचने या रणनीति बनाने का कोई मौका नहीं दिया. उन्होंने सेमीफाइनल में मंगोलिया की बोलोरतुया खुरेलखुउ की चुनौती को दो मिनट 12 सेकंड में खत्म कर दिया. अंशू ने डबल लेग अटैक की मदद से चार अंक बनाने के बाद आसानी से टेक-डाउन (पटखनी) और पुश-आउट (खेल क्षेत्र से बाहर निकालना) अंक जुटाये.राधिका ने राउंड 5 के मुकाबले में कजाकिस्तान की दरिगा अबेन के खिलाफ जीत दर्ज कर रजत पदक अपने नाम किया. मनीषा को कोरिया की हैनबिट ली से हार के बाद कांस्य पदक मिला. पिछले कुछ समय से घरेलू स्पर्धाओं में 62 किग्रा वर्ग में अच्छा प्रदर्शन कर रही मनीषा को सेमीफाइनल में जापान की नोनोका ओजाकी से महज 40 सेकेंड में हार का सामना करना पड़ा, जिससे वह स्वर्ण पदक की दौड़ से बाहर हो गईं. ओजाकी ने प्रतियोगिता की शुरुआत में ही उसे 'लेग-लेस मूव (प्रतिद्वंद्वी के पैरों पर पकड़ बनाना)' में फंसा दिया और एक झटके में मुकाबला समाप्त कर दिया. मनीषा ने कजाकिस्तान की अयाउलीम कासिमोवा के खिलाफ 9-0 से जीत दर्ज करते हुए शानदार शुरुआत की थी. वह कांस्य पदक के लिए कोरिया की हैनबिट ली से भिड़ेंगी. इस बीच, स्वाति शिंदे (53 किग्रा) तकनीकी श्रेष्ठता से अपने दोनों मुकाबले हार गईं और पदक की दौड़ से बाहर हो गईं.",sport
"खेल स्टेडियम पर पहला हक खिलाड़ियों का, लक्ष्य प्राप्ति हेतु बिना किसी रूकावट जारी रखें प्रैक्टिस: संदीप सिंह","  खेल स्टेडियम पर पहला हक खिलाड़ियों का, लक्ष्य प्राप्ति हेतु बिना किसी रूकावट जारी रखें प्रैक्टिस: संदीप सिंह चंडीगढ़ 22 अप्रैल । (अर्चना सेठी )हरियाणा के खेल एवं युवा मामले मंत्री सरदार संदीप सिंह ने कहा कि खेल स्टेडियम पर पहला हक खिलाड़ियों का है। खिलाड़ी बिना किसी शुल्क के स्टेडियम में अपनी प्रेक्टिस जारी रख सकते हैं। सरकार का प्रयास खिलाड़ियों को बेहतरीन सुविधाएं उपलब्ध करवाते हुए केवल बाहरी लोगों का हस्तक्षेप स्टेडियम में रोकने का है। ताकि खिलाड़ियों की दिनचर्या प्रभावित ना हो। खेल मंत्री संदीप सिंह ने बताया कि प्रदेश के सभी खेल स्टेडियम में खिलाड़ी निशुल्क अपनी तैयारी जारी रख सकते हैं। उन्होंने बताया कि केवल निजी संस्थाएं जो खेलों से संबंधित आयोजन करती हैं। उन्हें खेल विभाग द्वारा तय किए गए नियमों की पालना करनी होगी। इसके अलावा हरियाणा ओलंपिक एसोसिएशन के तहत आने वाली खेल एसोसिएशन या फेडरेशन को भी खेलों संबंधी आयोजन के लिए निशुल्क स्टेडियम उपलब्ध कराया जाएगा। खेल मंत्री संदीप सिंह ने कहा कि मुख्यमंत्री मनोहर लाल का विजन है कि खिलाड़ी बिना किसी रूकावट के अपने लक्ष्य की ओर बढ़ सके। उन्होंने कहा कि निजी संस्थाओं द्वारा खेल स्टेडियम का प्रयोग करने के लिए जमा शुल्क को स्टेडियम के रखरखाव और खिलाड़ियों के विकास पर ही खर्च किया जाएगा। जबकि नियमित रूप से प्रैक्टिस रखने वाले खिलाड़ी निशुल्क रूप से स्टेडियम का प्रयोग कर सकेंगे। इसके साथ ही खेल मंत्री ने कहा विपक्ष के नेता अनाप-शनाप के बयान देकर खेलों में राजनीति करने का प्रयास कर रहे हैं। जबकि खेल को राजनीति से अलग रखना चाहिए। उन्होंने ऐसे नेताओं को नसीहत देते हुए कहा कि राजनीति करने के लिए अलग से बहुत से मंच हैं।",sport
"जोस बटलर ने अब दिल्ली कैपिटल्स के उड़ाए होश, IPL 2022 में तीसरा शतक ठोककर रचा इतिहास","राजस्थान रॉयल्स के ओपनर जोस बटलर ने इंडियन प्रीमियर लीग यानी आईपीएल के 15वें सीजन में तूफान मचाया हुआ है। इंग्लैंड के इस बल्लेबाज ने अब दिल्ली कैपिटल्स के गेंदबाजों के होश उड़ाए हैं। राजस्थान के इस बल्लेबाज ने आईपीएल 2022 का तीसरा शतक ठोका है और वे इसी के साथ एक आईपीएल सीजन में सबसे ज्यादा शतक जड़ने वाले पहले विदेशी खिलाड़ी बन गए हैं। हालांकि, एक आईपीएल सीजन में सबसे ज्यादा 4 शतक विराट कोहली ने जड़े हैं। दाएं हाथ के बल्लेबाज जोस बटलर ने इस मैच में शुरुआत धीमी की थी और 36 गेंदों में अपना अर्धशतक पूरा किया था, लेकिन उन्होंने अगली 21 गेंदों में बाकी के 50 रन जोड़े और आईपीएल 2022 की तीसरा शतक पूरा किया। आईपीएल के एक सीजन में अभी तक किसी भी विदेशी बल्लेबाज ने तीन शतक नहीं जड़े हैं, लेकिन बटलर ने ऐसा कर दिखाया है और अब विराट कोहली का 4 शतकों का रिकॉर्ड भी टूटने की संभावना है, क्योंकि अभी बटलर को कम से कम 9 मैच खेलने हैं। जोस बटलर आईपीएल 2022 में सबसे ज्यादा रन बनाने वालों की लिस्ट में पहले से ही पहले नंबर पर थे और अब वे इस शतक के साथ नंबर वन की रेस में काफी आगे निकल गए हैं। पहले नंबर पर विराजमान जोस बटलर और दूसरे नंबर पर विराजमान केएल राहुल के बीच रनों का फासला अब 200 रनों से ज्यादा का हो गया है। बटलर ने इस मैच में दिल्ली के खिलाफ 57 गेंदों में 8 चौके और 8 छक्कों की मदद से अपने आईपीएल करियर का चौथा शतक पूरा किया। आपकी जानकारी के लिए बता दें, पिछली 8 पारियों में बटलर का ये चौथा शतक है। इस बीच उन्होंने दो अर्धशतक भी जड़े हैं। आईपीएल 2022 में तीन और इससे पहले आईपीएल 2021 में सनराइजर्स हैदराबाद के खिलाफ उन्होंने अपने आखिरी मैच में शतक ठोका था। वे आईपीएल 2021 के दूसरे भाग (जो यूएई में खेला गया) में नहीं खेले थे। हालांकि, आईपीएल 2022 के लिए राजस्थान रॉयल्स ने उनको रिटेन किया और उन्होंने साबित कर दिया कि वे कमाल के खिलाड़ी हैं। For Hindustan : हिन्दुस्तान ई-समाचार पत्र के लिए क्लिक करें epaper.livehindustan.com",sport
IPL 2022: फिनिशर धोनी की धुआंधार पारी देख सुनील गावस्कर का फनी रिएक्शन हुआ वायरल,"गुरुवार रात चेन्नई सुपर किंग्स के पूर्व कप्तान महेंद्र सिंह धोनी अपने पुराने रूप में दिखे। पिछले कुछ सीजन धोनी के बारे में कहा जा रहा था कि अब उनके अंदर क्रिकेट नहीं बचा है और यह फिनिशर अब फिनिश हो चुका है। मगर मुंबई के खिलाफ धोनी ने एक बार फिर रौद्र रूप धारण किया और टीम को अंतिम गेंद पर मैच जिताया। धोनी ने मुंबई के खिलाफ 13 गेंदों पर 28 रन की नाबाद पारी खेली और इस दौरान उन्होंने आखिरी ओवर में 16 रन बटोरे। विंटेज धोनी की इस पारी को देखकर भारतीय पूर्व कप्तान सुनील गावस्कर ने भी अपना सिर झुका दिया। मैच के बाद डी वाई पाटिल स्टेडियम में गावस्कर के साथ ऑस्ट्रेलिया के पूव सलामी बल्लेबाज मैथ्यू हेडन और स्पोर्ट्स प्रजेंटेटर नेरोली मीडोज मौजूद थी। जैसे ही मैच के बाद प्रोगराम शुरू हुआ तो गावस्कर झुके हुए दिखाई दिए। इस दौरान हेडन उनको उठाने की कोशिश कर रहे थे मगर वह नहीं उठे। बता दें गावस्कर मुंबई इंडियंस के फैन है और धोनी की यह पारी देख वो भी हैरान थे। बात मुकाबले की करें तो मुंबई ने पहले बल्लेबाजी करते हुए तिलक वर्मा के अर्धशतक के दम पर चेन्नई के सामने 156 रनों का लक्ष्य रखा था। सीएसके को आखिरी ओवर में 17 रनों की दरकार थी। मुंबई के लिए 20वां ओवर लेकर आए जयदेव उनादकट ने पहली ही गेंद पर प्रिटोरियर को LBW आउट कर पवेलियन का रास्ता दिखाया। इसके बाद बल्लेबाजी करने आए ड्वेन ब्रावो ने पहली ही गेंद पर एक रन लेकर समझदारी दिखाई। अब आखिरी चार गेंदों पर सीएसके को 16 रनों की दरकार धी। यह काम मुश्किल जरूर था, मगर धोनी के रहते नामुमकिन नहीं। धोनी ने तीसरी गेंद पर छक्का लगाकर मैच में जान फूक दी। इस छक्के से उनादकट का आत्मविश्वास जरूर कम हुआ। इस गेंदबाज ने अगली गेंद शॉट फिच डाली और धोनी बैकफुट पर इसका इंताजर कर रहे थे। धोनी ने तेजी से बैट घुमाया और उन्हें शॉर्ट फाइन लेग की दिशा में चार रन मिले। अब आखिरी दो गेंदों पर दो रनों की दरकार थी। 5वीं गेंद पर धोनी ने दो रन चुराए और आखिरी गेंद पर कलाइयों का इस्तेमाल करते हुए फाइन लेग की दिशा में चौका जड़ टीम को जीत दिलाई। धोनी को पुराने अंदाज में बल्लेबाजी करता देख गावस्कर समेत हर कोई हैरान था।",sport
24 को होगी जिला स्तरीय एथलेटिक्स प्रतियोगिता,डिस्ट्रिक्ट एथलेटिक्स एसोसिएशन चम्पावत के अध्यक्ष संग्राम सिंह यादव ने बताया कि टनकपुर के स्पोटर्स स्टेडियम में स्व. रामायण प्रसाद की प्रथम पुण्यतिथि पर जिला स्तरीय एथलेटिक्स प्रतियोगिता का आयोजन किया जाएगा। खेल विभाग की ओर से एसडीएम हिमांशु कफल्टिया को आमंत्रण भेजा है। प्रतियोगिता में चयनित खिलाड़ियों को आगामी नेशनल इंटरडिस्ट्रिक एथलेटिक्स प्रतियोगिताओं हेतु चुना जाएगा। For Hindustan : हिन्दुस्तान ई-समाचार पत्र के लिए क्लिक करें epaper.livehindustan.com,sport
"Vladimir Putin girlfriend: पुतिन की प्रेमिका एलीना की नई तस्वीरें VIRAL, बदले रूप की चर्चा जोरों पर","Putin's girlfriend Alina New photos (आरती राय) : रूस और यूक्रेन के बीच फरवरी से जारी जंग के बाद से ही रूसी राष्ट्रपति व्लादिमीर पुतिन दुनिया भर की चर्चा का केंद्र बने हुए हैं. 69 साल के पुतिन के राजनीतिक सफर के बारे में अधिकतर चीजें सार्वजनिक हैं. लेकिन उनकी निजी जिंदगी के बारे में बहुत कम लोगों को ही जानकारी है. इस बार पुतिन की कथित प्रेमिका एलीना को लेकर चर्चाओं का बाजार गर्म है. बताया जा रहा है कि पुतिन की गर्लफ्रेंड एलीना ने हाल ही में कॉस्मेटिक सर्जरी करवाई है जिसके बाद पहली बार उनकी तस्वीरें सार्वजनिक हुई हैं. एलीना की नई तस्वीरों के बाद अटकलें लगाई जा रही हैं कि पूर्व जिमनास्ट ने अपने चेहरे का बोटॉक्स ट्रीटमेंट करवाया है. वही रुसी कॉस्मोपॉलिटन के मुताबिक एलीना ने कॉस्मेक्टिक्स सर्जरी करवाई है व्लादिमीर पुतिन की कथित 'प्रेमिका' आपको बता दें की व्लादिमीर पुतिन की कथित 'प्रेमिका' और ओलंपिक स्वर्ण पदक विजेता 38 वर्षीय एलीना कबाएवा को मास्को में एक बार फिर से देखा गया है. इससे पहले रिपोर्ट्स में कहा गया था कि एलीना एक निजी शैलेट या साइबेरियाई परमाणु बंकर में छिपी हैं. ओलंपिक स्वर्ण पदक विजेता 38 वर्षीय एलीना कबाएवा को शनिवार को होने वाले चैरिटी कार्यक्रम से पहले इस सप्ताह मास्को के वीटीबी एरिना में एक जूनियर जिमनास्टिक रिहर्सल में फिर से देखा गया है. कौन हैं एलीना कबाएवा ? एलीना कबाएवा रूसी पॉलिटिशियन के साथ-साथ मीडिया मैनेजर और रिटायर्ड जिम्नास्ट हैं. उनका जन्म 1983 में उज्बेकिस्तान (तब सोवियत संघ का हिस्सा) में हुआ था. उनका परिवार खेल से जुड़ा रहा है और पिता मरात कबाएवा एक पेशेवर फुटबॉल खिलाड़ी थे. एलीना ने भी अपने पिता की तरह तीन साल की उम्र में खेलों में दिलचस्पी लेना शुरू कर दिया था. एलीना रूस की एक सफल जिम्नास्ट के तौर पर जानी जाती हैं. एलीना ने 2004 में एथेंस खेलों में स्वर्ण और 2000 में सिडनी में कांस्य पदक भी जीता है. उन्होंने अपने करियर में दो ओलंपिक पदक, 14 विश्व चैंपियनशिप पदक और 21 यूरोपियन चैंपियनशिप मेडल्स भी जीते हैं. स्पोर्ट्स से रिटायरमेंट के बाद एलीना 2007 से 2014 तक रूसी संसद की सदस्य रहीं और यूनाइटेड रसियन पार्टी का प्रतिनिधित्व किया. सितंबर 2014 में वह रूस के सबसे बड़े राष्ट्रीय मीडिया ग्रुप की प्रमुख भी बनीं. पुतिन-एलीना के संबंध एलीना और पुतिन के साथ की खबरें तो काफी पहले से ही थीं. 2008 में मॉस्को के एक अखबार ने दोनों के संबंध के बारे में सार्वजनिक तौर पर प्रकाशित किया था. यह अखबार एक बड़े मीडिया टाइकून और केजीबी के जासूस एलेग्जेंडर लेबेदेव का था. हालांकि सुर्खियां बटोरने के बाद जल्दी ही इस खबर को हर प्लेटफार्म से हटा दिया गया. कुछ मीडिया रिपोर्ट्स ने पुतिन और उनकी पत्नी ल्यूडमिला के 2013 में हुए तलाक को उनके संबंधों से जोड़ कर देखा. लेकिन एलीना ने हमेशा इस बात का खंडन किया है. ",sport
IPL 2022: टीम में मौका ना मिलने को लेकर चेतन सकारिया ने जेम्स एंडरसन के शब्दों को किया ट्वीट,"क्रिकेट न्यूज डेस्क।। दिल्ली कैपिटल्स के बाएं हाथ के तेज़ गेंदबाज़ चेतन सकारिया ने दिल्ली कैपिटल्स के लिए इस आईपीएल संस्करण में एक भी मैच नहीं खेला है, जिसने बहुत से विशेषज्ञों को आश्चर्यचकित किया है। इसको लेकर चेतन सकारिया ने खेल के लिए अपनी भूख को साबित करने के लिए हाल ही में जेम्स एंडरसन की आत्मकथा 'जिमी: माई स्टोरी' से एक प्रेरक पृष्ठ साझा किया है। सकारिया ने पिछले सीजन में राजस्थान रॉयल्स के लिए आईपीएल (IPL) में डेब्यू किया था और वह 14 मैचों में 8.19 की इकॉनमी रेट से सीधे 14 विकेट लेने में काफी प्रभावशाली रहे थे।  24 वर्षीय ने बाद में श्रीलंकाई दौरे के लिए भारतीय टीम में जगह बनाई और एक वनडे और दो टी 20 अंतरराष्ट्रीय मैच भी खेले। हालांकि , तब से, सकारिया को भारतीय टीम के साथ कई अवसर नहीं मिले और उन्होंने सैयद मुश्ताक अली ट्रॉफी, विजय हजारे ट्रॉफी और सौराष्ट्र के लिए रणजी ट्रॉफी में भाग लिया। दिलचस्प बात यह है कि सकारिया ने अपने आखिरी लिस्ट-ए गेम में पांच विकेट लिए थे, जबकि उन्होंने अपने आखिरी रणजी ट्रॉफी खेल में नौ विकेट लिए थे।  मेगा नीलामी में सकारिया को दिल्ली ने 4.2 करोड़ रुपये में खरीदा था। हालांकि, खलील अहमद को अब तक प्लेइंग इलेवन में जगह मिली है। यह सुनिश्चित करने के लिए कि वह फोकस है और उम्मीद नहीं खो रहे है, सकारिया ने एंडरसन की किताब से एक पेज साझा किया, जहां तेज़ गेंदबाज़ एंडरसन ने बात की है कि 2010 में पूरे टी 20 विश्व कप के लिए उन्हें किस तरह से स्थिति को संभालना पड़ा था। जेम्स एंडरसन ने 2010 के टी20 वर्ल्ड कप पर बात करते हुए लिखा था, ""यह मनमुटाव के लायक नहीं था। इस दर्दनाक अनुभव ने मुझे सिखाया है कि नेट्स में गेंदबाजी करने से बुरा कुछ नहीं है, आप किसी भी तरह प्रतिस्पर्धी में वापस आना चाहते हो। एशेज के छह महीने बाद आने के साथ मैं बस गेंदबाजी करना चाहता था।""",sport
